JOBID,NAME,STATE,TIME,PARTITION,NODES,CPUS,MIN_MEMORY,NODELIST
26734710,cn-leo-151,RUNNING,34-16:51:29,dcgp_usr_pro,1,112,480G,lrdn3530
26734698,cn-leo-139,RUNNING,34-16:51:33,dcgp_usr_pro,1,112,480G,lrdn3528
26734700,cn-leo-141,RUNNING,34-16:51:33,dcgp_usr_pro,1,112,480G,lrdn3625
26734701,cn-leo-142,RUNNING,34-16:51:33,dcgp_usr_pro,1,112,480G,lrdn3673
26734702,cn-leo-143,RUNNING,34-16:51:33,dcgp_usr_pro,1,112,480G,lrdn3721
26734703,cn-leo-144,RUNNING,34-16:51:33,dcgp_usr_pro,1,112,480G,lrdn3481
26734704,cn-leo-145,RUNNING,34-16:51:33,dcgp_usr_pro,1,112,480G,lrdn3529
26734690,cn-leo-131,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3719
26734691,cn-leo-132,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3479
26734692,cn-leo-133,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3527
26734694,cn-leo-135,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3624
26734695,cn-leo-136,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3671
26734696,cn-leo-137,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3720
26734697,cn-leo-138,RUNNING,34-16:51:37,dcgp_usr_pro,1,112,480G,lrdn3480
26734682,cn-leo-123,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3622
26734683,cn-leo-124,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3669
26734684,cn-leo-125,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3718
26734685,cn-leo-126,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3478
26734686,cn-leo-127,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3526
26734688,cn-leo-129,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3623
26734689,cn-leo-130,RUNNING,34-16:51:41,dcgp_usr_pro,1,112,480G,lrdn3670
26734674,cn-leo-115,RUNNING,34-16:51:45,dcgp_usr_pro,1,112,480G,lrdn3524
26734676,cn-leo-117,RUNNING,34-16:51:45,dcgp_usr_pro,1,112,480G,lrdn3621
26734677,cn-leo-118,RUNNING,34-16:51:45,dcgp_usr_pro,1,112,480G,lrdn3668
26734678,cn-leo-119,RUNNING,34-16:51:45,dcgp_usr_pro,1,112,480G,lrdn3717
26734679,cn-leo-120,RUNNING,34-16:51:45,dcgp_usr_pro,1,112,480G,lrdn3477
26734680,cn-leo-121,RUNNING,34-16:51:45,dcgp_usr_pro,1,112,480G,lrdn3525
26734666,cn-leo-107,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3715
26734667,cn-leo-108,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3475
26734668,cn-leo-109,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3523
26734670,cn-leo-111,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3620
26734671,cn-leo-112,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3667
26734672,cn-leo-113,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3716
26734673,cn-leo-114,RUNNING,34-16:51:49,dcgp_usr_pro,1,112,480G,lrdn3476
26734658,cn-leo-099,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3618
26734659,cn-leo-100,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3665
26734660,cn-leo-101,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3713
26734661,cn-leo-102,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3474
26734662,cn-leo-103,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3522
26734664,cn-leo-105,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3619
26734665,cn-leo-106,RUNNING,34-16:51:53,dcgp_usr_pro,1,112,480G,lrdn3666
26734650,cn-leo-091,RUNNING,34-16:51:57,dcgp_usr_pro,1,112,480G,lrdn3520
26734652,cn-leo-093,RUNNING,34-16:51:57,dcgp_usr_pro,1,112,480G,lrdn3617
26734653,cn-leo-094,RUNNING,34-16:51:57,dcgp_usr_pro,1,112,480G,lrdn3664
26734654,cn-leo-095,RUNNING,34-16:51:57,dcgp_usr_pro,1,112,480G,lrdn3712
26734655,cn-leo-096,RUNNING,34-16:51:57,dcgp_usr_pro,1,112,480G,lrdn3473
26734656,cn-leo-097,RUNNING,34-16:51:57,dcgp_usr_pro,1,112,480G,lrdn3521
26734646,cn-leo-087,RUNNING,34-16:52:01,dcgp_usr_pro,1,112,480G,lrdn3616
26734647,cn-leo-088,RUNNING,34-16:52:01,dcgp_usr_pro,1,112,480G,lrdn3663
26734648,cn-leo-089,RUNNING,34-16:52:01,dcgp_usr_pro,1,112,480G,lrdn3711
26734649,cn-leo-090,RUNNING,34-16:52:01,dcgp_usr_pro,1,112,480G,lrdn3472
26734637,cn-leo-078,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3470
26734638,cn-leo-079,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3518
26734640,cn-leo-081,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3615
26734641,cn-leo-082,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3662
26734642,cn-leo-083,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3710
26734643,cn-leo-084,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3471
26734644,cn-leo-085,RUNNING,34-16:52:05,dcgp_usr_pro,1,112,480G,lrdn3519
26734629,cn-leo-070,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3660
26734630,cn-leo-071,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3708
26734631,cn-leo-072,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3469
26734632,cn-leo-073,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3517
26734634,cn-leo-075,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3614
26734635,cn-leo-076,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3661
26734636,cn-leo-077,RUNNING,34-16:52:09,dcgp_usr_pro,1,112,480G,lrdn3709
26734622,cn-leo-063,RUNNING,34-16:52:13,dcgp_usr_pro,1,112,480G,lrdn3612
26734623,cn-leo-064,RUNNING,34-16:52:13,dcgp_usr_pro,1,112,480G,lrdn3659
26734624,cn-leo-065,RUNNING,34-16:52:13,dcgp_usr_pro,1,112,480G,lrdn3707
26734625,cn-leo-066,RUNNING,34-16:52:13,dcgp_usr_pro,1,112,480G,lrdn3468
26734626,cn-leo-067,RUNNING,34-16:52:13,dcgp_usr_pro,1,112,480G,lrdn3516
26734628,cn-leo-069,RUNNING,34-16:52:13,dcgp_usr_pro,1,112,480G,lrdn3613
26734613,cn-leo-054,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3466
26734614,cn-leo-055,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3514
26734616,cn-leo-057,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3611
26734617,cn-leo-058,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3658
26734618,cn-leo-059,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3706
26734619,cn-leo-060,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3467
26734620,cn-leo-061,RUNNING,34-16:52:17,dcgp_usr_pro,1,112,480G,lrdn3515
26734605,cn-leo-046,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3656
26734606,cn-leo-047,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3704
26734607,cn-leo-048,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3465
26734608,cn-leo-049,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3513
26734610,cn-leo-051,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3610
26734611,cn-leo-052,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3657
26734612,cn-leo-053,RUNNING,34-16:52:21,dcgp_usr_pro,1,112,480G,lrdn3705
26734598,cn-leo-039,RUNNING,34-16:52:25,dcgp_usr_pro,1,112,480G,lrdn3608
26734599,cn-leo-040,RUNNING,34-16:52:25,dcgp_usr_pro,1,112,480G,lrdn3655
26734600,cn-leo-041,RUNNING,34-16:52:25,dcgp_usr_pro,1,112,480G,lrdn3703
26734601,cn-leo-042,RUNNING,34-16:52:25,dcgp_usr_pro,1,112,480G,lrdn3464
26734602,cn-leo-043,RUNNING,34-16:52:25,dcgp_usr_pro,1,112,480G,lrdn3512
26734604,cn-leo-045,RUNNING,34-16:52:25,dcgp_usr_pro,1,112,480G,lrdn3609
26734589,cn-leo-030,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3462
26734590,cn-leo-031,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3510
26734592,cn-leo-033,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3607
26734593,cn-leo-034,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3654
26734594,cn-leo-035,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3701
26734595,cn-leo-036,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3463
26734596,cn-leo-037,RUNNING,34-16:52:29,dcgp_usr_pro,1,112,480G,lrdn3511
26734584,cn-leo-025,RUNNING,34-16:52:33,dcgp_usr_pro,1,112,480G,lrdn3509
26734586,cn-leo-027,RUNNING,34-16:52:33,dcgp_usr_pro,1,112,480G,lrdn3606
26734587,cn-leo-028,RUNNING,34-16:52:33,dcgp_usr_pro,1,112,480G,lrdn3652
26734588,cn-leo-029,RUNNING,34-16:52:33,dcgp_usr_pro,1,112,480G,lrdn3700
26734576,cn-leo-017,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3698
26734577,cn-leo-018,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3459
26734578,cn-leo-019,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3508
26734580,cn-leo-021,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3605
26734581,cn-leo-022,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3651
26734582,cn-leo-023,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3699
26734583,cn-leo-024,RUNNING,34-16:52:37,dcgp_usr_pro,1,112,480G,lrdn3461
26734568,cn-leo-009,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3603
26734569,cn-leo-010,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3649
26734570,cn-leo-011,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3697
26734571,cn-leo-012,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3458
26734572,cn-leo-013,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3507
26734574,cn-leo-015,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3604
26734575,cn-leo-016,RUNNING,34-16:52:41,dcgp_usr_pro,1,112,480G,lrdn3650
26734561,cn-leo-002,RUNNING,34-16:52:45,dcgp_usr_pro,1,112,480G,lrdn3601
26734562,cn-leo-003,RUNNING,34-16:52:45,dcgp_usr_pro,1,112,480G,lrdn3505
26734564,cn-leo-005,RUNNING,34-16:52:45,dcgp_usr_pro,1,112,480G,lrdn3602
26734565,cn-leo-006,RUNNING,34-16:52:45,dcgp_usr_pro,1,112,480G,lrdn3457
26734566,cn-leo-007,RUNNING,34-16:52:45,dcgp_usr_pro,1,112,480G,lrdn3506
29955059,RTB,RUNNING,15:57:12,dcgp_usr_pro,23,2576,4400M,"lrdn[3988-3990,3992-3995,4002-4004,4006-4007,4009-4010,4012-4013,4016-4017,4019-4020,4022-4023,4025]"
29995369,L18ST4,RUNNING,0:24,dcgp_usr_pro,1,112,4400M,lrdn3563
29965779,ccvt,RUNNING,12:44:36,dcgp_usr_pro,1,32,480G,lrdn3825
29937884,DT2,RUNNING,20:10:45,dcgp_usr_pro,1,16,180G,lrdn4528
29937854,DT1,RUNNING,20:11:18,dcgp_usr_pro,1,16,180G,lrdn4526
29934425,r7,RUNNING,21:19:10,dcgp_usr_pro,1,16,180G,lrdn4138
29934382,r6,RUNNING,21:20:21,dcgp_usr_pro,1,16,180G,lrdn4554
29934354,r5,RUNNING,21:20:47,dcgp_usr_pro,1,16,180G,lrdn4554
29934336,r4,RUNNING,21:21:19,dcgp_usr_pro,1,16,180G,lrdn4448
29934224,r3,RUNNING,21:24:04,dcgp_usr_pro,1,16,180G,lrdn4348
29934218,r2,RUNNING,21:24:31,dcgp_usr_pro,1,16,180G,lrdn4348
29934160,r1,RUNNING,21:25:21,dcgp_usr_pro,1,16,180G,lrdn4270
29958912,myjob,RUNNING,14:47:01,dcgp_usr_pro,1,32,123000M,lrdn3824
29958760,myjob,RUNNING,14:51:03,dcgp_usr_pro,1,32,123000M,lrdn3826
29990423,ZnO_3x3x2,RUNNING,1:40:05,dcgp_usr_pro,1,32,494000M,lrdn4642
29990275,LiCoO2H_001ox2_,RUNNING,1:43:43,dcgp_usr_pro,1,32,494000M,lrdn4639
29994639,fastp_SE,RUNNING,13:35,dcgp_usr_pro,1,8,4400M,lrdn3557
29994642,fastp_SE,RUNNING,13:35,dcgp_usr_pro,1,8,4400M,lrdn3557
29994575,fastp_PE,RUNNING,15:07,dcgp_usr_pro,1,8,4400M,lrdn3559
29994576,fastp_PE,RUNNING,15:07,dcgp_usr_pro,1,8,4400M,lrdn3559
29994577,fastp_PE,RUNNING,15:07,dcgp_usr_pro,1,8,4400M,lrdn3559
29994578,fastp_PE,RUNNING,15:07,dcgp_usr_pro,1,8,4400M,lrdn3559
29994579,fastp_PE,RUNNING,15:07,dcgp_usr_pro,1,8,4400M,lrdn3559
29994580,fastp_PE,RUNNING,15:07,dcgp_usr_pro,1,8,4400M,lrdn3559
29994567,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3554
29994568,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3554
29994569,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3554
29994570,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3554
29994571,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3554
29994572,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3556
29994573,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3556
29994574,fastp_PE,RUNNING,15:09,dcgp_usr_pro,1,8,4400M,lrdn3559
29994557,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994558,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994559,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994562,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994563,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994564,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994565,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994566,fastp_PE,RUNNING,15:11,dcgp_usr_pro,1,8,4400M,lrdn3554
29994530,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3556
29994531,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3556
29994532,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3556
29994533,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3556
29994534,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3556
29994554,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3559
29994556,fastp_PE,RUNNING,15:14,dcgp_usr_pro,1,8,4400M,lrdn3559
29994522,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994523,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994524,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994525,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994526,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994527,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994529,fastp_PE,RUNNING,15:16,dcgp_usr_pro,1,8,4400M,lrdn3556
29994521,fastp_PE,RUNNING,15:18,dcgp_usr_pro,1,8,4400M,lrdn3554
27547132,PROD,RUNNING,21:35:29,dcgp_usr_pro,1,112,4400M,lrdn4005
29935230,runorca_610.sh,RUNNING,21:02:04,dcgp_usr_pro,1,112,494000M,lrdn4873
29935499,runorca_610.sh,RUNNING,20:56:14,dcgp_usr_pro,1,112,494000M,lrdn4885
29935399,runorca_610.sh,RUNNING,20:58:36,dcgp_usr_pro,1,112,494000M,lrdn3958
29980854,b68_b,RUNNING,6:00:46,dcgp_usr_pro,1,112,4400M,lrdn4028
29983214,b67,RUNNING,4:54:32,dcgp_usr_pro,1,112,4400M,lrdn4245
29985813,b67_b,RUNNING,3:42:33,dcgp_usr_pro,1,112,4400M,lrdn4479
29988091,b66_2,RUNNING,2:42:25,dcgp_usr_pro,1,112,4400M,lrdn3555
29989794,b68,RUNNING,1:56:52,dcgp_usr_pro,1,112,4400M,lrdn4638
29993551,dbd2ea95-ae76-4,RUNNING,38:50,dcgp_usr_pro,1,8,8000M,lrdn4255
29993552,dbd2ea95-ae76-4,RUNNING,38:50,dcgp_usr_pro,1,8,8000M,lrdn4255
29993548,dbd2ea95-ae76-4,RUNNING,38:54,dcgp_usr_pro,1,8,8000M,lrdn3553
29993549,dbd2ea95-ae76-4,RUNNING,38:54,dcgp_usr_pro,1,8,8000M,lrdn3553
29993550,dbd2ea95-ae76-4,RUNNING,38:54,dcgp_usr_pro,1,8,8000M,lrdn4255
29993546,dbd2ea95-ae76-4,RUNNING,38:57,dcgp_usr_pro,1,8,8000M,lrdn3553
29993547,dbd2ea95-ae76-4,RUNNING,38:57,dcgp_usr_pro,1,8,8000M,lrdn3553
29993544,dbd2ea95-ae76-4,RUNNING,38:59,dcgp_usr_pro,1,8,8000M,lrdn4249
29993545,dbd2ea95-ae76-4,RUNNING,38:59,dcgp_usr_pro,1,8,8000M,lrdn4249
29993540,dbd2ea95-ae76-4,RUNNING,39:01,dcgp_usr_pro,1,8,8000M,lrdn4249
29993541,dbd2ea95-ae76-4,RUNNING,39:01,dcgp_usr_pro,1,8,8000M,lrdn4249
29993542,dbd2ea95-ae76-4,RUNNING,39:01,dcgp_usr_pro,1,8,8000M,lrdn4249
29993538,dbd2ea95-ae76-4,RUNNING,39:04,dcgp_usr_pro,1,8,8000M,lrdn4249
29993539,dbd2ea95-ae76-4,RUNNING,39:04,dcgp_usr_pro,1,8,8000M,lrdn4249
29993535,dbd2ea95-ae76-4,RUNNING,39:06,dcgp_usr_pro,1,8,8000M,lrdn4239
29993537,dbd2ea95-ae76-4,RUNNING,39:06,dcgp_usr_pro,1,8,8000M,lrdn4239
29993533,dbd2ea95-ae76-4,RUNNING,39:08,dcgp_usr_pro,1,8,8000M,lrdn4239
29993534,dbd2ea95-ae76-4,RUNNING,39:08,dcgp_usr_pro,1,8,8000M,lrdn4239
29993532,dbd2ea95-ae76-4,RUNNING,39:10,dcgp_usr_pro,1,8,8000M,lrdn4239
29994767_1,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4991
29994767_5,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4991
29994767_9,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4991
29994767_2,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4991
29994767_3,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4989
29994767_4,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4989
29994767_6,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4988
29994767_7,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4988
29994767_8,FASTP,RUNNING,10:57,dcgp_usr_pro,1,1,16G,lrdn4988
29990557,160,RUNNING,1:36:28,dcgp_usr_pro,1,64,400000M,lrdn4681
29991218,scf,RUNNING,1:18:15,dcgp_usr_pro,1,64,400000M,lrdn4682
29959416,OpenFOAM,RUNNING,14:39:13,dcgp_usr_pro,1,32,32G,lrdn4866
29993628,1100,RUNNING,36:54,dcgp_usr_pro,8,896,0,lrdn[4924-4931]
29995315,IT_WPS_20251223,RUNNING,1:45,dcgp_usr_pro,1,112,4400M,lrdn3558
29933345,PC09_CF_v1,RUNNING,21:43:19,dcgp_usr_pro,2,224,4400M,"lrdn[4320,4340]"
29886235_2,p1e-4mbar.sh,RUNNING,15:22:33,dcgp_usr_pro,1,56,100G,lrdn4529
29886181_2,p1e-3mbar.sh,RUNNING,15:23:26,dcgp_usr_pro,1,56,100G,lrdn4239
29886114_2,mi01.sh,RUNNING,15:24:43,dcgp_usr_pro,1,56,100G,lrdn4306
29886037_2,mi02.sh,RUNNING,15:26:00,dcgp_usr_pro,1,56,100G,lrdn4304
29885925_2,lowres4.sh,RUNNING,15:28:02,dcgp_usr_pro,1,56,100G,lrdn4532
29885854_2,lowres3.sh,RUNNING,15:29:05,dcgp_usr_pro,1,56,100G,lrdn4306
29885014_2,beam3D.sh,RUNNING,15:51:52,dcgp_usr_pro,1,56,100G,lrdn4527
29993315_0,NoOpt,RUNNING,44:32,dcgp_usr_pro,1,112,4400M,lrdn4941
29973433,N5b19L42S16,RUNNING,9:50:31,dcgp_usr_pro,1,112,4400M,lrdn4258
29947495,JBC5,RUNNING,4:15,dcgp_usr_pro,7,784,4400M,"lrdn[4916,4918-4923]"
29935182,JBC6_ref,RUNNING,1:06:59,dcgp_usr_pro,14,1568,4400M,"lrdn[4292-4303,4305,4307]"
29948196,JBC5m,RUNNING,28:38,dcgp_usr_pro,6,672,4400M,"lrdn[4788,4791,4795,4798,4801,4804]"
29956889,JBC6,RUNNING,1:37:35,dcgp_usr_pro,14,1568,4400M,lrdn[4213-4226]
29956833,JBC4,RUNNING,2:09:30,dcgp_usr_pro,7,784,4400M,lrdn[3901-3907]
29856071,l-sheepSn,RUNNING,1-12:03:26,dcgp_usr_pro,1,112,4400M,lrdn4171
29874482,l-sheep,RUNNING,18:17:50,dcgp_usr_pro,1,64,4400M,lrdn3795
29874021,dmrg_88q,RUNNING,1-22:54:02,dcgp_usr_pro,3,336,4400M,"lrdn[4954,4960,4963]"
29934937,Ichim_vernice,RUNNING,21:08:01,dcgp_usr_pro,4,448,494000M,lrdn[4077-4080]
29939263,l-sheepSn,RUNNING,7:06:59,dcgp_usr_pro,1,112,4400M,lrdn3690
29991608_0,88qContinueAdap,RUNNING,1:08:19,dcgp_usr_pro,2,224,4400M,lrdn[3561-3562]
29991405_0,100qContinueAda,RUNNING,1:13:55,dcgp_usr_pro,2,224,4400M,lrdn[4764-4765]
29995009,TS,RUNNING,9:29,dcgp_usr_pro,1,48,375000M,lrdn3560
29859886,Ichim_sensore,RUNNING,2-16:57:24,dcgp_usr_pro,3,336,494000M,"lrdn[4476,4483,4495]"
29995112,T2_un,RUNNING,6:35,dcgp_usr_pro,1,48,375000M,lrdn4766
29994984,T2_un,RUNNING,9:51,dcgp_usr_pro,1,48,375000M,lrdn3908
29995371,EURR-3_MODEL,RUNNING,0:20,dcgp_usr_pro,16,1744,4400M,"lrdn[3909-3915,3918,3920-3926,3928]"
29872067,EURR-3_MODEL,RUNNING,6:44:38,dcgp_usr_pro,16,1744,4400M,"lrdn[3745-3751,3753-3761]"
29710332,Ichim_bare,RUNNING,3-10:19:12,dcgp_usr_pro,3,336,494000M,"lrdn[3774,3799-3800]"
29986806,qcd2-08x144-b7.,RUNNING,3:16:04,dcgp_usr_pro,16,1792,480G,"lrdn[4707,4717,4720,4723,4726,4729-4730,4732-4740]"
29985969,qcd2-08x144-b8.,RUNNING,3:38:25,dcgp_usr_pro,16,1792,480G,"lrdn[4482,4486,4496-4501,4503-4510]"
29984227,qcd2-08x144-b6.,RUNNING,4:26:35,dcgp_usr_pro,16,1792,480G,"lrdn[4603,4605-4612,4614-4615,4618-4622]"
29982684,qcd2-08x144-b8.,RUNNING,5:09:40,dcgp_usr_pro,16,1792,480G,"lrdn[3823,3827-3829,3831-3833,3835-3840,3863-3864,3866]"
29977473,qcd2-08x144-b6.,RUNNING,7:27:54,dcgp_usr_pro,16,1792,480G,"lrdn[4151-4152,4155,4157,4159-4160,4162-4163,4165-4166,4168-4169,4172-4173,4175-4176]"
29976600,qcd2-08x144-b7.,RUNNING,7:51:37,dcgp_usr_pro,16,1792,480G,"lrdn[4161,4189-4203]"
29971203,qcd2-08x144-b8.,RUNNING,10:47:07,dcgp_usr_pro,16,1792,480G,"lrdn[3502,3504,3550,3552,3567,3592,3643,3647,3691,3695,3739,3743,3785,3810,3852,3861]"
29934163,CAR-4_MODEL,RUNNING,20:05:16,dcgp_usr_pro,16,1744,4400M,"lrdn[4842-4854,4860,4870-4871]"
29941117,SAM_URB,RUNNING,19:24:03,dcgp_usr_pro,12,1296,0,"lrdn[4451-4459,4461-4462,4464]"
29969255,Cold,RUNNING,11:27:24,dcgp_usr_pro,10,1120,400G,"lrdn[3768-3770,3772-3773,3775-3776,3778-3779,3782]"
29969257,Cold,RUNNING,11:27:24,dcgp_usr_pro,10,1120,400G,"lrdn[3845-3848,3850-3851,3853,3856-3857,3860]"
29969258,Cold,RUNNING,11:27:24,dcgp_usr_pro,10,1120,400G,"lrdn[3960-3962,3964,3966-3971]"
29969237,Cold,RUNNING,11:27:55,dcgp_usr_pro,10,1120,400G,"lrdn[4350-4358,4360]"
29969241,Cold,RUNNING,11:27:55,dcgp_usr_pro,10,1120,400G,"lrdn[4386-4389,4394,4396-4397,4399-4400,4402]"
29940941,MED-12_DEF,RUNNING,19:27:05,dcgp_usr_pro,8,864,4400M,"lrdn[4370,4373,4375-4378,4392-4393]"
29941170,test_flower,RUNNING,19:23:05,dcgp_usr_pro,9,1008,4400M,"lrdn[4544,4548-4550,4552-4553,4555-4556,4558]"
29994682,AFR-12_MPI-ESM1,RUNNING,12:42,dcgp_usr_pro,8,864,4400M,"lrdn[4785,4807-4808,4810-4814]"
29992901,AFR-12_NorESM2-,RUNNING,56:24,dcgp_usr_pro,8,864,4400M,lrdn[4651-4658]
29990927,AFR-12_ECEarth_,RUNNING,1:25:50,dcgp_usr_pro,8,864,4400M,"lrdn[3855,3858-3859,3865,3868,3871-3873]"
